Date,Ticker,Weight,Annualized_vol,Price
2010-04-02,AGG,0.76871437,0.02797662308248258,1560.02
2010-04-05,AGG,0.76871437,0.02797662308248258,1557.02
2010-04-06,AGG,0.76871437,0.02797662308248258,1559.21
2010-04-07,AGG,0.76871437,0.02797662308248258,1566.66
2010-04-08,AGG,0.76871437,0.02797662308248258,1565.33
2010-04-09,AGG,0.76871437,0.02797662308248258,1566.37
2010-04-12,AGG,0.76871437,0.02797662308248258,1571.09
2010-04-13,AGG,0.76871437,0.02797662308248258,1573.18
2010-04-14,AGG,0.76871437,0.02797662308248258,1570.79
2010-04-15,AGG,0.76871437,0.02797662308248258,1572.35
2010-04-16,AGG,0.76871437,0.02797662308248258,1577.57
2010-04-19,AGG,0.76871437,0.02797662308248258,1574.82
2010-04-20,AGG,0.76871437,0.02797662308248258,1575.05
2010-04-21,AGG,0.76871437,0.02797662308248258,1578.7
2010-04-22,AGG,0.76871437,0.02797662308248258,1576.29
2010-04-23,AGG,0.76871437,0.02797662308248258,1573.88
2010-04-26,AGG,0.76871437,0.02797662308248258,1574.65
2010-04-27,AGG,0.76871437,0.02797662308248258,1581.57
2010-04-28,AGG,0.76871437,0.02797662308248258,1576.56
2010-04-29,AGG,0.76871437,0.02797662308248258,1580.33
2010-04-30,AGG,0.76871437,0.02797662308248258,1584.1
2010-05-03,VTI,0.59264326,0.12057376280142364,61.71
2010-05-03,AGG,0.11227377,0.03115762423151861,1581.13
2010-05-03,DBC,0.12311948,0.1524026452117408,24.56
2010-05-03,VIX,0.17196345,1.1129384387764436,20.19
2010-05-04,VTI,0.59264326,0.12057376280142364,60.21
2010-05-04,AGG,0.11227377,0.03115762423151861,1586.26
2010-05-04,DBC,0.12311948,0.1524026452117408,23.9
2010-05-04,VIX,0.17196345,1.1129384387764436,23.84
2010-05-05,VTI,0.59264326,0.12057376280142364,59.72
2010-05-05,AGG,0.11227377,0.03115762423151861,1589.42
2010-05-05,VIX,0.17196345,1.1129384387764436,24.91
2010-05-05,DBC,0.12311948,0.1524026452117408,23.36
2010-05-06,DBC,0.12311948,0.1524026452117408,22.8999
2010-05-06,VTI,0.59264326,0.12057376280142364,57.708
2010-05-06,AGG,0.11227377,0.03115762423151861,1596.77
2010-05-06,VIX,0.17196345,1.1129384387764436,32.8
2010-05-07,DBC,0.12311948,0.1524026452117408,22.78
2010-05-07,VTI,0.59264326,0.12057376280142364,56.62
2010-05-07,VIX,0.17196345,1.1129384387764436,40.95
2010-05-07,AGG,0.11227377,0.03115762423151861,1591.19
2010-05-10,AGG,0.11227377,0.03115762423151861,1587.74
2010-05-10,VTI,0.59264326,0.12057376280142364,59.22
