Date,Ticker,Weight,Annualized_vol,Price
2010-12-29,VTI,0.24718286,0.11527926687611104,65.04
2010-12-29,AGG,0.42124122,0.04940117347912225,1637.04
2010-12-29,DBC,0.27484104,0.19662313823639,27.37
2010-12-29,VIX,0.056734905,0.9199809080680902,17.28
2010-12-30,AGG,0.42124122,0.04940117347912225,1635.46
2010-12-30,DBC,0.27484104,0.19662313823639,27.04
2010-12-30,VTI,0.24718286,0.11527926687611104,64.96
2010-12-30,VIX,0.056734905,0.9199809080680902,17.52
2010-12-31,AGG,0.42124122,0.04940117347912225,1641.1
2010-12-31,DBC,0.27484104,0.19662313823639,27.55
2010-12-31,VTI,0.24718286,0.11527926687611104,64.93
2010-12-31,VIX,0.056734905,0.9199809080680902,17.75
2011-01-03,VIX,0.056734905,0.9199809080680902,17.61
2011-01-03,AGG,0.42124122,0.04940117347912225,1639.71
2011-01-03,VTI,0.24718286,0.11527926687611104,65.6
2011-01-03,DBC,0.27484104,0.19662313823639,27.67
2011-01-04,DBC,0.27484104,0.19662313823639,27.3
2011-01-04,AGG,0.42124122,0.04940117347912225,1639.94
2011-01-04,VIX,0.056734905,0.9199809080680902,17.38
2011-01-04,VTI,0.24718286,0.11527926687611104,65.47
2011-01-05,DBC,0.27484104,0.19662313823639,27.59
2011-01-05,AGG,0.42124122,0.04940117347912225,1630.82
2011-01-05,VIX,0.056734905,0.9199809080680902,17.02
2011-01-05,VTI,0.24718286,0.11527926687611104,65.83
2011-01-06,AGG,0.42124122,0.04940117347912225,1634.79
2011-01-06,VTI,0.24718286,0.11527926687611104,65.68
2011-01-06,DBC,0.27484104,0.19662313823639,27.22
2011-01-06,VIX,0.056734905,0.9199809080680902,17.4
2011-01-07,DBC,0.27484104,0.19662313823639,27.12
2011-01-07,AGG,0.42124122,0.04940117347912225,1641.36
2011-01-07,VIX,0.056734905,0.9199809080680902,17.14
2011-01-07,VTI,0.24718286,0.11527926687611104,65.53
2011-01-10,DBC,0.27484104,0.19662313823639,27.44
2011-01-10,VTI,0.24718286,0.11527926687611104,65.58
2011-01-10,VIX,0.056734905,0.9199809080680902,17.54
