Date,Ticker,Weight,Annualized_vol,Price
2010-04-05,VIX,-2.604876358591237e-17,0.7328241025448533,17.02
2010-04-05,VTI,0.7958510645270073,0.13370748818460937,60.6
2010-04-05,AGG,0.20414893547299198,0.028011263528356298,1557.02
2010-04-05,DBC,7.561246511309955e-16,0.20343355915150071,24.36
2010-04-06,VTI,0.7958510645270073,0.13370748818460937,60.77
2010-04-06,DBC,7.561246511309955e-16,0.20343355915150071,24.34
2010-04-06,AGG,0.20414893547299198,0.028011263528356298,1559.21
2010-04-06,VIX,-2.604876358591237e-17,0.7328241025448533,16.23
2010-04-07,DBC,7.561246511309955e-16,0.20343355915150071,24.25
2010-04-07,VIX,-2.604876358591237e-17,0.7328241025448533,16.62
2010-04-07,AGG,0.20414893547299198,0.028011263528356298,1566.66
2010-04-07,VTI,0.7958510645270073,0.13370748818460937,60.446
2010-04-08,VIX,-2.604876358591237e-17,0.7328241025448533,16.48
2010-04-08,AGG,0.20414893547299198,0.028011263528356298,1565.33
2010-04-08,VTI,0.7958510645270073,0.13370748818460937,60.59
2010-04-08,DBC,7.561246511309955e-16,0.20343355915150071,24.21
2010-04-09,VTI,0.7958510645270073,0.13370748818460937,61.0
2010-04-09,DBC,7.561246511309955e-16,0.20343355915150071,24.26
2010-04-09,VIX,-2.604876358591237e-17,0.7328241025448533,16.14
2010-04-09,AGG,0.20414893547299198,0.028011263528356298,1566.37
2010-04-12,VIX,-2.604876358591237e-17,0.7328241025448533,15.58
2010-04-12,DBC,7.561246511309955e-16,0.20343355915150071,24.24
2010-04-12,AGG,0.20414893547299198,0.028011263528356298,1571.09
2010-04-12,VTI,0.7958510645270073,0.13370748818460937,61.14
2010-04-13,DBC,7.561246511309955e-16,0.20343355915150071,24.33
2010-04-13,AGG,0.20414893547299198,0.028011263528356298,1573.18
2010-04-13,VTI,0.7958510645270073,0.13370748818460937,61.2
2010-04-13,VIX,-2.604876358591237e-17,0.7328241025448533,16.2
2010-04-14,VTI,0.7958510645270073,0.13370748818460937,61.95
2010-04-14,DBC,7.561246511309955e-16,0.20343355915150071,24.61
2010-04-14,AGG,0.20414893547299198,0.028011263528356298,1570.79
2010-04-14,VIX,-2.604876358591237e-17,0.7328241025448533,15.59
2010-04-15,VTI,0.7958510645270073,0.13370748818460937,62.03
2010-04-15,DBC,7.561246511309955e-16,0.20343355915150071,24.7
2010-04-15,AGG,0.20414893547299198,0.028011263528356298,1572.35
2010-04-15,VIX,-2.604876358591237e-17,0.7328241025448533,15.89
2010-04-16,VTI,0.7958510645270073,0.13370748818460937,61.06
2010-04-16,DBC,7.561246511309955e-16,0.20343355915150071,24.25
2010-04-16,AGG,0.20414893547299198,0.028011263528356298,1577.57
2010-04-16,VIX,-2.604876358591237e-17,0.7328241025448533,18.36
2010-04-19,AGG,0.20414893547299198,0.028011263528356298,1574.82
2010-04-19,VTI,0.7958510645270073,0.13370748818460937,61.22
2010-04-19,VIX,-2.604876358591237e-17,0.7328241025448533,17.34
2010-04-19,DBC,7.561246511309955e-16,0.20343355915150071,23.94
2010-04-20,VIX,-2.604876358591237e-17,0.7328241025448533,15.73
2010-04-20,VTI,0.7958510645270073,0.13370748818460937,61.8
2010-04-20,DBC,7.561246511309955e-16,0.20343355915150071,24.13
2010-04-20,AGG,0.20414893547299198,0.028011263528356298,1575.05
2010-04-21,VTI,0.7958510645270073,0.13370748818460937,61.75
2010-04-21,VIX,-2.604876358591237e-17,0.7328241025448533,16.32
2010-04-21,DBC,7.561246511309955e-16,0.20343355915150071,24.25
2010-04-21,AGG,0.20414893547299198,0.028011263528356298,1578.7
2010-04-22,VIX,-2.604876358591237e-17,0.7328241025448533,16.47
2010-04-22,DBC,7.561246511309955e-16,0.20343355915150071,24.31
2010-04-22,VTI,0.7958510645270073,0.13370748818460937,62.05
2010-04-22,AGG,0.20414893547299198,0.028011263528356298,1576.29
2010-04-23,AGG,0.20414893547299198,0.028011263528356298,1573.88
2010-04-23,VIX,-2.604876358591237e-17,0.7328241025448533,16.62
2010-04-23,VTI,0.7958510645270073,0.13370748818460937,62.47
2010-04-23,DBC,7.561246511309955e-16,0.20343355915150071,24.47
2010-04-26,AGG,0.20414893547299198,0.028011263528356298,1574.65
2010-04-26,VIX,-2.604876358591237e-17,0.7328241025448533,17.47
2010-04-26,VTI,0.7958510645270073,0.13370748818460937,62.25
2010-04-26,DBC,7.561246511309955e-16,0.20343355915150071,24.35
2010-04-27,DBC,7.561246511309955e-16,0.20343355915150071,23.98
2010-04-27,VIX,-2.604876358591237e-17,0.7328241025448533,22.81
2010-04-27,AGG,0.20414893547299198,0.028011263528356298,1581.57
2010-04-27,VTI,0.7958510645270073,0.13370748818460937,60.75
2010-04-28,DBC,7.561246511309955e-16,0.20343355915150071,24.06
2010-04-28,VIX,-2.604876358591237e-17,0.7328241025448533,21.08
2010-04-28,AGG,0.20414893547299198,0.028011263528356298,1576.56
2010-04-28,VTI,0.7958510645270073,0.13370748818460937,61.15
2010-04-29,AGG,0.20414893547299198,0.028011263528356298,1580.33
2010-04-29,DBC,7.561246511309955e-16,0.20343355915150071,24.25
2010-04-29,VIX,-2.604876358591237e-17,0.7328241025448533,18.44
2010-04-29,VTI,0.7958510645270073,0.13370748818460937,61.95
2010-04-30,DBC,7.561246511309955e-16,0.20343355915150071,24.44
2010-04-30,VTI,0.7958510645270073,0.13370748818460937,60.89
2010-04-30,VIX,-2.604876358591237e-17,0.7328241025448533,22.05
2010-04-30,AGG,0.20414893547299198,0.028011263528356298,1584.1
2010-05-03,VTI,0.7958510645270073,0.13370748818460937,61.71
2010-05-03,AGG,0.20414893547299198,0.028011263528356298,1581.13
2010-05-03,DBC,7.561246511309955e-16,0.20343355915150071,24.56
2010-05-03,VIX,-2.604876358591237e-17,0.7328241025448533,20.19
2010-05-04,VTI,0.47604363926698257,0.13325476609127135,60.21
2010-05-04,AGG,0.4783675311041501,0.0315723647460181,1586.26
2010-05-04,DBC,9.678028058469831e-16,0.16330969820037358,23.9
2010-05-04,VIX,0.04558882962886646,1.1730980653986125,23.84
2010-05-05,VTI,0.47604363926698257,0.13325476609127135,59.72
2010-05-05,AGG,0.4783675311041501,0.0315723647460181,1589.42
2010-05-05,VIX,0.04558882962886646,1.1730980653986125,24.91
2010-05-05,DBC,9.678028058469831e-16,0.16330969820037358,23.36
2010-05-06,DBC,9.678028058469831e-16,0.16330969820037358,22.8999
2010-05-06,VTI,0.47604363926698257,0.13325476609127135,57.708
2010-05-06,AGG,0.4783675311041501,0.0315723647460181,1596.77
2010-05-06,VIX,0.04558882962886646,1.1730980653986125,32.8
2010-05-07,DBC,9.678028058469831e-16,0.16330969820037358,22.78
2010-05-07,VTI,0.47604363926698257,0.13325476609127135,56.62
2010-05-07,VIX,0.04558882962886646,1.1730980653986125,40.95
2010-05-07,AGG,0.4783675311041501,0.0315723647460181,1591.19
2010-05-10,AGG,0.4783675311041501,0.0315723647460181,1587.74
2010-05-10,VTI,0.47604363926698257,0.13325476609127135,59.22
2010-05-10,VIX,0.04558882962886646,1.1730980653986125,28.84
2010-05-10,DBC,9.678028058469831e-16,0.16330969820037358,23.22
2010-05-11,VIX,0.04558882962886646,1.1730980653986125,28.32
2010-05-11,VTI,0.47604363926698257,0.13325476609127135,59.17
2010-05-11,DBC,9.678028058469831e-16,0.16330969820037358,23.18
2010-05-11,AGG,0.4783675311041501,0.0315723647460181,1587.24
2010-05-12,DBC,9.678028058469831e-16,0.16330969820037358,23.37
2010-05-12,AGG,0.4783675311041501,0.0315723647460181,1587.01
2010-05-12,VIX,0.04558882962886646,1.1730980653986125,25.52
2010-05-12,VTI,0.47604363926698257,0.13325476609127135,60.12
2010-05-13,VTI,0.47604363926698257,0.13325476609127135,59.4
2010-05-13,AGG,0.4783675311041501,0.0315723647460181,1588.7
2010-05-13,VIX,0.04558882962886646,1.1730980653986125,26.68
2010-05-13,DBC,9.678028058469831e-16,0.16330969820037358,23.17
2010-05-14,AGG,0.4783675311041501,0.0315723647460181,1596.03
2010-05-14,VIX,0.04558882962886646,1.1730980653986125,31.24
2010-05-14,DBC,9.678028058469831e-16,0.16330969820037358,22.58
2010-05-14,VTI,0.47604363926698257,0.13325476609127135,58.33
2010-05-17,VIX,0.04558882962886646,1.1730980653986125,30.84
2010-05-17,AGG,0.4783675311041501,0.0315723647460181,1594.78
2010-05-17,DBC,9.678028058469831e-16,0.16330969820037358,21.94
2010-05-17,VTI,0.47604363926698257,0.13325476609127135,58.37
2010-05-18,AGG,0.4783675311041501,0.0315723647460181,1599.44
2010-05-18,VIX,0.04558882962886646,1.1730980653986125,33.55
2010-05-18,VTI,0.47604363926698257,0.13325476609127135,57.545
2010-05-18,DBC,9.678028058469831e-16,0.16330969820037358,21.91
2010-05-19,AGG,0.4783675311041501,0.0315723647460181,1598.73
2010-05-19,VIX,0.04558882962886646,1.1730980653986125,35.32
2010-05-19,DBC,9.678028058469831e-16,0.16330969820037358,21.71
2010-05-19,VTI,0.47604363926698257,0.13325476609127135,57.13
2010-05-20,VTI,0.47604363926698257,0.13325476609127135,54.91
2010-05-20,AGG,0.4783675311041501,0.0315723647460181,1603.15
2010-05-20,VIX,0.04558882962886646,1.1730980653986125,45.79
2010-05-20,DBC,9.678028058469831e-16,0.16330969820037358,21.26
2010-05-21,DBC,9.678028058469831e-16,0.16330969820037358,21.48
2010-05-21,VIX,0.04558882962886646,1.1730980653986125,40.1
2010-05-21,AGG,0.4783675311041501,0.0315723647460181,1605.01
2010-05-21,VTI,0.47604363926698257,0.13325476609127135,55.71
2010-05-24,VIX,0.04558882962886646,1.1730980653986125,38.32
2010-05-24,VTI,0.47604363926698257,0.13325476609127135,55.01
2010-05-24,DBC,9.678028058469831e-16,0.16330969820037358,21.46
2010-05-24,AGG,0.4783675311041501,0.0315723647460181,1602.14
2010-05-25,DBC,9.678028058469831e-16,0.16330969820037358,21.29
2010-05-25,VIX,0.04558882962886646,1.1730980653986125,34.61
2010-05-25,AGG,0.4783675311041501,0.0315723647460181,1603.75
2010-05-25,VTI,0.47604363926698257,0.13325476609127135,55.01
2010-05-26,AGG,0.4783675311041501,0.0315723647460181,1600.68
2010-05-26,VIX,0.04558882962886646,1.1730980653986125,35.02
2010-05-26,DBC,9.678028058469831e-16,0.16330969820037358,21.52
2010-05-26,VTI,0.47604363926698257,0.13325476609127135,54.78
2010-05-27,DBC,9.678028058469831e-16,0.16330969820037358,22.15
2010-05-27,AGG,0.4783675311041501,0.0315723647460181,1594.45
2010-05-27,VIX,0.04558882962886646,1.1730980653986125,29.68
2010-05-27,VTI,0.47604363926698257,0.13325476609127135,56.695
2010-05-28,VIX,0.04558882962886646,1.1730980653986125,32.07
2010-05-28,DBC,9.678028058469831e-16,0.16330969820037358,21.96
2010-05-28,VTI,0.47604363926698257,0.13325476609127135,56.09
2010-05-28,AGG,0.4783675311041501,0.0315723647460181,1597.43
2010-05-31,AGG,0.4783675311041501,0.0315723647460181,1597.43
2010-06-01,VIX,0.04558882962886646,1.1730980653986125,35.54
2010-06-01,AGG,0.4783675311041501,0.0315723647460181,1598.1
2010-06-01,DBC,9.678028058469831e-16,0.16330969820037358,21.55
2010-06-01,VTI,0.47604363926698257,0.13325476609127135,54.93
2010-06-02,VIX,0.0384094502149389,1.9155475267078617,30.17
2010-06-02,DBC,-4.2750413798579044e-18,0.20541004172513946,21.81
2010-06-02,VTI,0.2923025193274371,0.24508570651579722,56.36
2010-06-02,AGG,0.669288030457624,0.03608642482686772,1596.2
2010-06-03,VIX,0.0384094502149389,1.9155475267078617,29.46
2010-06-03,AGG,0.669288030457624,0.03608642482686772,1595.0
2010-06-03,VTI,0.2923025193274371,0.24508570651579722,56.66
2010-06-03,DBC,-4.2750413798579044e-18,0.20541004172513946,21.93
2010-06-04,DBC,-4.2750413798579044e-18,0.20541004172513946,21.25
2010-06-04,VTI,0.2923025193274371,0.24508570651579722,54.669
2010-06-04,VIX,0.0384094502149389,1.9155475267078617,35.48
2010-06-04,AGG,0.669288030457624,0.03608642482686772,1605.54
2010-06-07,VTI,0.2923025193274371,0.24508570651579722,53.78
2010-06-07,VIX,0.0384094502149389,1.9155475267078617,36.57
2010-06-07,AGG,0.669288030457624,0.03608642482686772,1605.71
2010-06-07,DBC,-4.2750413798579044e-18,0.20541004172513946,21.29
2010-06-08,VIX,0.0384094502149389,1.9155475267078617,33.7
2010-06-08,AGG,0.669288030457624,0.03608642482686772,1606.53
2010-06-08,DBC,-4.2750413798579044e-18,0.20541004172513946,21.46
2010-06-08,VTI,0.2923025193274371,0.24508570651579722,54.24
2010-06-09,DBC,-4.2750413798579044e-18,0.20541004172513946,21.56
2010-06-09,VIX,0.0384094502149389,1.9155475267078617,33.73
2010-06-09,VTI,0.2923025193274371,0.24508570651579722,53.99
2010-06-09,AGG,0.669288030457624,0.03608642482686772,1605.69
2010-06-10,DBC,-4.2750413798579044e-18,0.20541004172513946,21.92
2010-06-10,VTI,0.2923025193274371,0.24508570651579722,55.65
2010-06-10,AGG,0.669288030457624,0.03608642482686772,1597.65
2010-06-10,VIX,0.0384094502149389,1.9155475267078617,30.57
2010-06-11,DBC,-4.2750413798579044e-18,0.20541004172513946,21.95
